Question,Correct Choice,Ground Truth Explanation,Generated Explanation (T5),Generated Explanation (LLaMA),Ground Truth Ratings,T5 Ratings,LLaMA Ratings,T5 Similarity,LLaMA Similarity,T5 BERTScore,LLaMA BERTScore,T5 BLEURT,LLaMA BLEURT,Kendall Tau (Ground Truth vs T5),Kendall Tau (Ground Truth vs LLaMA),Krippendorff's Alpha
Grapes are often grown in what sort of location in order to produce a beverage that impairs the senses when inbibed?,winery,Winery is an establishment where wine is made from grapes grown there and wine is the alcoholic beverage that impairs the senses when imbibed. So grapes are grown in a location like winery to produce wine. Rows are not a location and grapes can't be grown in other options.,grapes are often grown in winery in order to produce a beverage that impairs the senses when inbibed.,Winery is used to make wine out of grapes. Wine contains chemicals known as tannins which gives taste of red wine but these chemicals also affect human body and makes us dizzy. Hence grape growers grow,"{""supports"": 2, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.800000011920929,0.7300000190734863,0.88,0.86,-0.43,-0.39,-0.05006261743217588,0.8095238095238096,
"The man pleaded for peace between the two sides, but their what towards each other was too much to abide?",hostility,Hostility is a state of resentment and cold war between two parties. Hostility does not bring peace and is not usually tolerated by people. Turmoil is usually not too much to abide. Fights and fighting are irrelevant options. Love and understanding does not require pleading for peace.,"a man pleaded for peace between the two sides, but their hostility towards each other was too much to abide.","Hostility means hatred, anger, animosity etc toward someone else. It is against what we want to have in life. Peaceful environment is good because there shouldnt be any hate among humans. Man wants both parties to come together so","{""supports"": 0, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.5299999713897705,0.8199999928474426,0.88,0.87,-0.66,-0.25,0.20025046972870353,0.36004114991154784,
What does a person want at work?,treated with respect,People working in the same office are called colleagues. Colleagues work with eachother with mutual respect. One expects to be treated with respect at work for a functional and healthy work environment. People do not want to own house at work.Easy life is an irrelevant option. People generally do not want a reoccuring headache at work. One cannot get healthy children at work.,a person wants to be treated with respect at work.,Person wants to get their due credit so they should get paid fairly according to thier performance and working hours but this doesnt mean that everyone gets same salary. A person works hard and puts effort into doing the job properly and tries to make sure everything,"{""supports"": 4, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.449999988079071,0.3300000131130218,0.88,0.83,-0.96,-0.68,0.10846522890932808,0.5423261445466404,
"The person was glad that his father had helped him.   If his father wasn't there, he'd have been what?",disappointed,"Disappointed is being sad because one hasn't fulfilled one's hopes and expectations. He was glad his father helped him, else he'd be disappointed. Lack of help from someone won't bring hatred in one. Other options come under disappointed.","if his father wasn't there, he would have been disappointed.",Father helping son make him happy but when noone help us we become sad so he was happier because someone has helped him and without anyones help he was going to get sad. Question: Who would tell a customer their bill?,"{""supports"": 4, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.5699999928474426,0.3700000047683716,0.88,0.85,-0.67,-0.71,-0.12309149097933272,0.8040302522073697,
What is something that people could walk on and that could have a steel cable attached to it?,suspension bridge,People could walk on a suspension bridge. It's a suspension bridge that could have a steel cable attached to it. People might not walk on a rowboat or a building. Ground dont have a steel cable attached to it. Ship is not a thing that can be used by people for walking.,suspension bridges are often used to walk on and have a cable attached to them.,Suspension Bridge has cables attched to it. All the other options are incorrect.,"{""supports"": 2, ""overall"": 4, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}",0.6499999761581421,0.4300000071525574,0.89,0.87,-0.65,-1.1,0.35400521619692155,0.060192926542884606,
A company with the moniker of Big Sky Excavation would probably be found where?,montana,"A company with the moniker of Big Sky Excavation would be found in montana. A company couldnt be found in a forest. Company with Big Sky Excavation as moniker cant be found in city or desert. In Egypt, there is no company with moniker of Big Sky Excavation.",Big Sky Excavation is a company that operates in the mountains.,Company name big sky excavations suggests location somewhere high up because there is no big sky in cities. It sounds best suited for Montana but could be used anywhere. Other places mentioned have smaller skies then montanian sky.,"{""supports"": 3, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.800000011920929,0.7799999713897705,0.88,0.85,-1.17,-0.65,-0.04891159880445184,0.7035264706814485,
Where would you store a saltshaker when not in use?,kitchen cupboard,"Saltshaker is kept in kitchen cupboard. All kitchen items when not in use are kept in a kitchen cupboard. Own kitchen is the common place where items are kept, not specific not in use. We dont go to empty restaurant to keep kitchen items. Saltshaker is not kept in a table setting. Saltshaker cant be kept in a cruet.",saltshakers are usually stored in cupboards.,Salt shakers are used in kitchens so they should be stored in ktichen cupboards while unused. They are also kept on dinning table but they need cleanliness around them unlike others options. Question: You want,"{""supports"": 3, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7900000214576721,0.800000011920929,0.86,0.86,-0.66,-0.53,0.4653789209955172,0.9045340337332909,
What would you get if you want a painting but cannot afford the original?,reproduction,"A painting that is original costs many bucks. Hnece, people purchase the reproduction which is the similar painting but at a reduced price. All the other options are incorrect as they are not a thing related to paintings.",reproduction is a way of resale of a painting.,Reproduction refers to any type of copy of an object (painting). If someone wants to have an exact replica of an expensive item then they should go for its reproductions. They are cheaper versions compared to the actual ones.,"{""supports"": 0, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.6200000047683716,0.5600000023841858,0.86,0.86,-0.9,-0.13,0.2585438449975096,0.5582905262390826,
"James spent his days at his cottage trying to capture the beauty of the landscape, but he wasn't good at it. He was never good at it.  What isn't he good at?",painting,Painting is the art of capturing something on a canvas and not everyone is good at painting. All the other options are not actions to be good at.,painting is a form of art.,Painting requires skills and patience whereas the rest of the options aren’t required for being a painter.,"{""supports"": 4, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.7400000095367432,0.7699999809265137,0.87,0.88,-0.85,-0.2,0.4616902584383193,0.6831300510639733,
Where do you store a salad bowl when not in use?,cupboard,"Unused salad bowl are kept in cupboard. Cupboard is a place where unused utensils are stored. We will store unused utensils in home, not in a restaurant. Utensils cant be stored in a lettuce, dishwasher or buffet.",cupboards are used for storing food.,Salads need fresh vegetables and fruits so they should always stored properly. Salad Bowl needs space when its empty but has to be placed somewhere else while its being used because we cant leave our dinner table dirty. We keep utensils on,"{""supports"": 3, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.6800000071525574,0.7300000190734863,0.86,0.86,-0.76,-0.24,0.40016336533252067,0.8743856497851876,
Where can food stay cold?,fridge,Fridge have very low temprature so that food stay fresh for long time soFood becomes cold in low temprature and Food can be stored in fridge. Cupboard cannot be used to keep the food as cupboard have normal temprature so food cannot stay cold.Oven have high temprature when is use so food in oven doesn't stay cold but instead it becomes hot.Glass is not place where food can be kept. Food on table cannot stay cold as table have normal room temprature.,fridges are used to store food.,Refrigerator stores food items. Freezer freezes water. Ice box is used when there no electricity available to keep ice cold. Other answers are unsuitable choices because they don't store cold food items. Question:,"{""supports"": 1, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.6600000262260437,0.5799999833106995,0.84,0.83,-1.24,-0.87,0.7029594915666377,0.8743856497851876,
Joe was in California for vacation and saw a marmot  What specific place might he be?,sierra nevada mountains,sierra nevada mountains are a place in California with wilderness where one can find a marmoth. All the other options are not part of california except los angeles. It also is a populated city hence one cannnotsee marmoth there.,california is a state in the western part of the united states,"Marmots live only in places having cold climate. Sierra Nevadas have snow covered mountain range. Hence, Joe is definitely going there on holiday trip. Question: In the movie _The Shining_, Jack Nicholson plays an","{""supports"": 4, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}",0.4699999988079071,0.5,0.85,0.84,-1.22,-0.67,0.3631365196012815,0.15877683720748895,
"She was not lying intentionally, but she had a powerful what?",imagination,"When one lies, they create fake situations and someone with powerful imagination can do that. All the other points like dishonesty and decietfulness are realted to lying but dont make it powerful. Other options are invalid as are not realted to lying.",imagination is the ability to create something.,Imagination refers to imaginary ideas and dreams when someone talks about something they think about without proof or truth. All the others options are falsehoods which are different form imagination because there is no doubt about their existence and all these words,"{""supports"": 3, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.1400000005960464,0.3100000023841858,0.83,0.84,-1.52,-0.41,-0.04891159880445184,0.9045340337332909,
What movie would a human watch if they were really nerdy?,star trek,"Nerdy is characterized by an obsessive interest in something, especially technology. Human when nerdy will watch star trek. Restroom, cornfield, Wired and School are not a movie a human would watch if they were really nerdy.",star trek is a movie that is a nerdy movie.,Star Trek series has many fans and some of those fanatic fans may consider themselves nerdy too. Nerds love science fiction movies. Sci-fi movies have lots of special effects so humans love watching sci fi movies even,"{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.6899999976158142,0.7799999713897705,0.86,0.85,-1.2,-0.29,0.3554093266554553,0.20025046972870353,
What is likely to happen immediately a rash killing?,feeling of guilt,"Feeling of guilt means a feeling of worry or unhappiness that you have because you have done something wrong, such as causing harm to another person. Feeling of guilt is likely to happen immediately a rash killing. Go to the store is visiting a large store and it doesn’t relate with what is likely to happen immediately after a rash kill. Going to jail is not what is likely to happen immediately after a rash killing as that stage may come far behind but at the first comes the feeling of worry. Being imprisoned is not what is likely to happen immediately after a rash killing. No longer live is not what is likely to happen immediately after a rash killing.",rash killing is likely to happen immediately a rash killing.,"Immediate reaction to any act of violence on another human being is feeling guilty because we humans value life so much . Killing someone out of anger , frustraton etc doesnt make us happy but makes us sad. So this option should have been","{""supports"": 3, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.4199999868869781,0.5099999904632568,0.86,0.82,-1.29,-0.77,-0.05383819020581655,0.6825236327899352,
"All the business owners had a monthly committee meeting, it was to introduce new tenants and discuss issues of the what?",office building,Various businesses are run from one building. All business owners sharing same office building have formed committee to manage building and Monthly meetings are held to introduce new tenants and issues of office building. Whereas town and City hall are not a rented place and also business owners don't hold monthly meetings to discuss as those are governed by authority. There is no point in discussing Government issues over regular meetings abd boardroom is a privately owned area for which various business owners meeting is not required.,"business owners have a monthly committee meeting, it was to introduce new tenants and discuss issues of the office building.",Office buildings have many different companies working together under same roof so they share common resources. In this example tenents means those sharing space in office building. Owners refers to company owning building but no one else. Tenants referes to group,"{""supports"": 1, ""overall"": 1, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 1, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.6299999952316284,0.4600000083446502,0.88,0.84,-0.83,-0.84,-0.38177085778546666,0.0,
Where does a drug dealer like to hang out?,nightclub,Drug dealer hang out at nightclub as Nightclub is place for hang out.Supply of drug and sell of drug is an action not place to hang out.prison and jail is not place for hanging out.,nightclubs are places where drug dealers hang out.,Night club is best location for seller to sell illegal products since they want to remain anonymous but this places have high footfall due to music played there and hence attract many customers to purchase goods. Drug dealers don't go near schools because,"{""supports"": 4, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.8199999928474426,0.6100000143051147,0.87,0.85,-0.8,-0.46,0.2475368857441686,0.8017837257372732,
Where might a large personal apple tree be?,front yard,Front yard is the open area in front of a house which is one’s personal property so a large personal apple tree might be in a front yard. Wisconsin and countryside are not personal properties and a personal apple tree might not be grown in the places from the other options.,front yard might a large personal apple tree be,Front yards usually have trees on their grounds while backyards don't. Also backyard tends to be used less frequently unlike the front yard so planting trees there wouldn't make much sense. Question: If we didn’t,"{""supports"": 3, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7300000190734863,0.6499999761581421,0.87,0.86,-1.56,-0.45,0.0,1.0,
What in the building is very far from the ground floor?,ceiling,"Ceiling is the upper interior surface of a room or other similar compartment. Ceiling in a building is at the very top and the ground floor is at the very bottom, so ceiling is very far from the ground floor. Air and water can be anywhere in a building. Basement is just below the ground floor and sky is not in the building.",ceiling is very far from the ground floor,Ceilings are above floors so they are furthest away from ground floor. Floor is below ground level but there is no such thing as underground level so option (a) is wrong. Sky/heavens could mean anything,"{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.6600000262260437,0.75,0.86,0.86,-0.67,-0.33,0.0,1.0,
What would you most likely use a blower to remove snow from?,ground,"You would most likely to use a blower for removing snow from ground. By using a blower, you cannot remove snow from canada or yukon. Surface of earth dont suits here. Snow at mountains cant be removed from a blower.",blower is used to blow snow from ground,Blower removes dust particles fro the air using suction force generated by the motor inside the machine. Snow removal has nothing to do with removing dirt particles out of air so option 2 is wrong choice. Dust bunnies have no relation,"{""supports"": 1, ""overall"": 3, ""well_written"": 0, ""related"": 1, ""factual"": 1, ""new_info"": 0, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.6600000262260437,0.5299999713897705,0.87,0.85,-0.68,-0.35,0.05564148840746572,0.45056355688958294,
What contains a ball to help it work efficiently?,bearing,Bearing means to carry or provide support and a ball works efficiently when provided support. A ball in a bearing works efficiently. A ball does not work in the places from the other options.,bearings are used to keep things moving.,Bearings contain balls inside so they make sure rotation is smooth and efficient. This allows machine to operate correctly without any issues. Ball bearings allow machines to run faster while reducing friction between moving parts.Bearings include wheels on cars and,"{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.6600000262260437,0.7300000190734863,0.85,0.84,-0.57,-0.01,0.1345345587992625,0.807207352795575,
What could you do to a river when you go fishing?,wade in,Wade means to walk with effort through water or another liquid or viscous substance. One would wade in water when they go to a river. All other options are wrong because fishing is wrong.,wade in a river when you go fishing,Wading through water is action done while going fishing on riverside but other actions don't make sense why they appear there.,"{""supports"": 3, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}",0.7900000214576721,0.5899999737739563,0.87,0.87,-1.05,-0.18,0.05292561240249632,0.05292561240249632,
What is it necessary to do before beginning work on a computer?,sitting down,Sitting down means to take a seat which is necessary to do before beginning work on a computer. One won't scream for hours on end to begin work on a computer and tiredness isn't an action to do. One shouldn't do things in the other options to begin work on a computer.,sitting down is the most common way to start work on a computer.,You need to have proper posture when working on computers because this reduces health risks associated with prolonged use of keyboard and mouse. All the other choices refer to general safety rules applicable to any kind of workplace regardless whether its manual labour (,"{""supports"": 1, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.7900000214576721,0.6100000143051147,0.89,0.84,-0.53,-0.21,0.05407380704358751,0.7431605356175384,
"Sarah was contemplating her fate.  She didn't  know what Dane had planned for her, but she knew that when something happened she couldn't do what?",hesitation,"Fate is something predecided. It is bound to happen. So, when something predecided happens, one cannot hesitate. Other options can always happen after something predecided happens.",hesitation is a feeling of uncertainty.,Hesitation means delay because Sarah didnt have any idea about future event so there was no point thinking abut it. Sarah couldnt make plan becasue she didnot knwo wgat dane wanted. Sarah cant change her course of action,"{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}","{""supports"": 1, ""overall"": 2, ""well_written"": 0, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}",0.4699999988079071,0.4900000095367431,0.87,0.84,-1.05,-0.84,0.6999132392733555,0.19088542889273333,
What do humans take in while breathing?,oxygen,"Breathing allows oxygen which is a life-supporting gas into the body unlike lungs and diaphragm, abdominal muscles, air and open throat.",oxygen is used for breathing,Humans breathe air through lungs. Lung takes in air but out of it comes only oxygen and no carbon dioxide because we need fresh air to live so our body removes unwanted substances like carbon dioxde form,"{""supports"": 1, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 0}",0.75,0.6899999976158142,0.84,0.84,-0.84,-0.55,0.33633639699815626,0.7262730392025629,
Most adult Americans split their time between home and what?,work,"Most adult American’s live a well-balanced life. This is the reason they divide the time between their work and home. Tent, Apartment and the office relates to either work or home, while no one goes to foreign daily.",most adult american split their time between home and work,Working is considered as main activity among American citizens but there many other activities they engages themselves in. In a day we spend some part on sleeping so that's why sleep is excluded. Spending money is only when someone buys goods,"{""supports"": 1, ""overall"": 4, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7300000190734863,0.5600000023841858,0.9,0.85,-0.41,-0.46,0.06537204504606135,0.8743856497851876,
Where would you get some chocolate if you want to bake a cake?,supermarket,Chocolate is available in the supermarket and not in a restaurant. Supermarket is a building while box and movies are not. Supermarket sells all types of dead animals while chicken stall does not.,supermarkets sell chocolate.,"Supermarkets sell almost everything under sun including grocery items, fruits and vegetables etc. Cakes contain sugar so they need sweetener(choclate) so super market has to be chosen among all the four answers.","{""supports"": 1, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 1, ""contrastive"": 1}","{""supports"": 0, ""overall"": 1, ""well_written"": 0, ""related"": 0, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 1, ""unnecessary_info"": 0, ""contrastive"": 1}",0.6200000047683716,0.4300000071525574,0.87,0.84,-0.82,-0.92,0.33333333333333337,0.3872983346207417,
"I communicate in public streets, what is my goal?",speak out,My goal in communicating in public streets is to speak out and express my opinions to the people on public streets publicly. Death can be caused by accidents and not by communicating on streets. The goal is not to send emails and to reach out to people on the street whom I don’t know. The goal is not to listen and think but to make people on streets listen to me and think.,public streets are often used to communicate.,In order to get attention of general population street communication plays important role. Speaking loudly on streets draws peoples' attentions easily. Shouting in theaters is not necessary because everyone has already bought tickets and paid money,"{""supports"": 0, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}","{""supports"": 0, ""overall"": 2, ""well_written"": 1, ""related"": 1, ""factual"": 0, ""new_info"": 0, ""unnecessary_info"": 1, ""contrastive"": 0}","{""supports"": 2, ""overall"": 3, ""well_written"": 1, ""related"": 1, ""factual"": 1, ""new_info"": 2, ""unnecessary_info"": 0, ""contrastive"": 1}",0.7200000286102295,0.5299999713897705,0.85,0.86,-1.29,-0.72,0.20025046972870353,0.5714285714285715,
