Question,Correct Choice,Ground Truth Explanation,Generated Explanation (T5),Generated Explanation (LLaMA),Ground Truth Ratings,T5 Ratings,T5 Human Ratings,LLaMA Ratings,LLaMA Human Ratings,T5 Similarity,LLaMA Similarity,T5 BERTScore,LLaMA BERTScore,T5 BLEURT,LLaMA BLEURT,Kendall Tau (Ground Truth vs T5),Kendall Tau (Ground Truth vs LLaMA),Kendall Tau (Ground Truth vs T5 Human),Kendall Tau (Ground Truth vs LLaMA Human),Krippendorff's Alpha
cats have how many apendages?,four legs,"Appendage refers to something that is attached. Four legs are attached to cats while four paws are not. Four legs are used to walk unlike tail, whiskers and two eyes.",four legs is the most common way to describe a cat.,Cats have two forepaws (legs) and two hind paws (legs). They also use their tails like fifth leg while climbing trees. So they have 4 legs altogether.,"{'supports': 4, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 4, 'overall': 4, 'well_written': 4, 'related': 4, 'factual': 4, 'new_info': 4, 'unnecessary_info': 4, 'contrastive': 0}",0.56,0.63,0.86,0.85,-0.69,-0.22,0.272165526975909,0.628828145522533,0.182574185835055,0.0890870806374748,
"They were baking together, the instructions called for sugar so they got it out of the what?",cupboard,"They got sugar out of the cupboard. They were baking together and in cupboard the instructions was called for sugar. They might not sugar from the hallway. Instructions for sugar was not in every home. Out of candy bar or soda pop, they dont get sugar.",the instructions call for sugar so they got it out of the cupboard,Cupboards are storage places where we keep food items including sugars. Sugar is also kept inside fridge hence refrigerator is ruled out. We don't put things like chocolates in cupboard unless mentioned. Coff,"{'supports': 4, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 1, 'unnecessary_info': 3, 'contrastive': 0}",0.78,0.49,0.88,0.85,-0.92,-0.55,0.363136519601282,0.462910049886276,0.500626174321759,0.372193684159388,
Where do salesman work?,shop,"Saleaman work ina shop. Sales take place at a shop, so salesman is required there. Frontdoor is not a place for someone to work. Salesman dont work at office or toy store. At carshow, there are no salesman.",salesman work in shop,Salesmen work at shops. They sell things for customers. Shopkeepers also make purchases from suppliers. Salesperson sells things for money while broker buys and sells things without paying any amount of money.,"{'supports': 4, 'overall': 1, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 1, 'well_written': 2, 'related': 2, 'factual': 1, 'new_info': 2, 'unnecessary_info': 2, 'contrastive': 1}",0.69,0.56,0.85,0.86,-1.52,-0.42,-0.198679853559757,0.594811877479463,0.473684210526316,0.0592348877759092,
What can you use hear other people and be heard yourself?,telephone,"By using telephone, you can hear other people and get yourself be heard. Song is not a way to hear people. Radio is not used to be heard yourself.. With ears, you can hear other people but they cant hear you by your ears. Mouth cant help you to hear other people.",telephones are used to hear other people and be heard yourself.,"Telephones allow two way communication between people at different locations using wires and sound waves . Other options such as radio , TV etc arenot used for personal conversation. Hearing aid doesnt work without batteries. Wireless ear buds","{'supports': 4, 'overall': 4, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 4, 'unnecessary_info': 4, 'contrastive': 0}",0.75,0.62,0.89,0.85,-0.97,-0.45,0,0.303433042454504,0.334855411264458,0.045501575519329,
The cat was annoying because it would not leave James alone.  Whenever he locked himself down for work it would find its way into where?,bedroom,One can work from the bedroom and not from outside or from the backyard. Bedroom is a room in the house unlike a microwave and meat loaf. Cats can find their way into the bedroom.,james locked himself down for work in his bedroom,"Everyone knows about cats. They like entering any place they want without permission. Therefore, this question isn't difficult at all. If a cat enters your room then it will surely look around. This means if we say ""wherever""","{'supports': 4, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 0, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}",0.22,0.58,0.85,0.85,-1.41,-0.74,-0.0629940788348712,0.952380952380953,0,0.423659272868162,
"They said they started what at first sight, well before their first kiss?",falling in love,"Falling in love is the development of strong feelings of attachment and love, usually towards another person. They said they started falling in love at first sight, well before their first kiss. Fall in love is not what started well before their first kiss, as it is about first sight before their first kiss. Smile is not what started well before their first kiss, as smiling at each other never always result in kissing. Embrace is not what started well before their first kiss, as it is not what happens in first sight. Asking questions is not what started well before their first kiss, as nobody starts asking questions at first sight.",falling in love is a common reaction to first sight.,Falling in love refers to romantic attraction between two people which begins after meeting each other for the first time. Well before means that this relationship existed prior to any interaction with the opposite gender member. There were no previous interactions before they fell in,"{'supports': 0, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 2, 'new_info': 3, 'unnecessary_info': 3, 'contrastive': 0}",0.77,0.79,0.85,0.85,-0.69,-0.42,0.445131907259726,0.057166195047503,-0.242535625036333,0.151716521227252,
"It is hard to predict a rebound in basketball, this is because the ball and rim are what?",round,"Round means to be circular in shape like the ball and rim in basketball, making it hard to predict a rebound. Rim can neither be punctured nor is full of air. Rim isn’t a ball to do the other options.",basketball is a sport where the ball and rim are round.,"Rebound is defined as the act of something returning back from where it came from after hitting another object. This means that the ball rebounds against anything and not just rims. Thus, basketball games involve many players making multiple shots at different angles","{'supports': 4, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}",0.76,0.56,0.87,0.84,-0.86,-0.56,0.594811877479463,0.77151674981046,0.668647849835732,0.544331053951818,
If you answering questions you only get credit if you're what?,correct,Credit means acknowledgement or praise given to someone when they are correct. So if you are answering questions you only get credit if you are correct. Answering questions can also be done without teaching and the other options does not give one credit while answering questions.,correct answers are given only if you are correct.,"You only get credit for your answers if they were right. So, if you are wrong then you wont get any credits even though you answered correctly. This question is about giving people points based upon their performance and not giving them anything at all isn","{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 1, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 0}",0.23,0.71,0.85,0.88,-0.8,-0.22,0,1,0.182574185835055,0.108147614087175,
"Danny thought that the show was divine.   Lila disagreed.  She didn't think it was bad, but she thought it was what?",humdrum,"Humdrum means lacking excitement or variety; boringly monotonous. Danny thought that the show was divine. Lila disagreed. She didn't think it was bad, but she thought it was humdrum. Danny thought that the show was divine means it was not godless. Danny thought that the show was divine while Lila didn’t think it bad means it wasn’t horrible. Danny thought that the show was divine means it was not undivine. It is about the show or a display and they are non-living things and cannot be termed as mortal or immortal.",humdrum is a word that describes a lack of excitement or excitement.,Humdrum means ordinary or dull. There were no other options for this question.,"{'supports': 3, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 1, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}",0.51,0.37,0.85,0.82,-0.74,-1.08,0.350438322025231,0,0,0.100125234864352,
A percussion instrument can be obtained in what sort of place?,music store,A percussion instrument means any instrument that makes a sound when it is hit. Such instruments are usually tuned and used to compose music. Such musical instruments are obtained in a music store. Marching band does not sell perscussion instruments. Pawn shops usually do not have musical instruments.Orchestra is not a place. People usually do not always have percussion instruments in their own homes.,music stores sell percussion instruments.,"Percussive instruments like drums are available for purchase from Music stores where they come with instructions, accessories etc. These musical instruments are also sometimes used by musicians during concerts, ceremonies etc. Instrumental shops do not sell","{'supports': 3, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 2, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 1}",0.72,0.77,0.87,0.87,-1.31,-0.19,0.333848930444794,0.743160535617538,0.379628301182648,0.563601861976635,
"He had only experienced tangible and corporeal events in his life, but the hippy girl opened up his what side?",spiritual,Experiences are generally two types which are caused by spiritual and corporeal events. The hippy girl opened up his spiritual side. Insubstantial and mind are not sides of a person and the other options come under spiritual.,"he had only experienced tangible and corporeal events in his life, but the hippy girl opened up his spiritual side",Hippie girls are generally more interested in love than anything else. They tend to get involved with men much younger them. This question asks about experiences rather than actions/behaviour.,"{'supports': 4, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 0, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 2, 'related': 1, 'factual': 1, 'new_info': 3, 'unnecessary_info': 2, 'contrastive': 1}",0.69,0.54,0.88,0.84,-0.27,-0.46,-0.153896752812773,0.346410161513775,0.780720058358827,-0.705023987910633,
James was contemplating the research results.  What was James doing?,thinking,"James was contemplating and thinking deeply about the research results. Contemplating answers to problems leads to discovery and excitement to buzzing and meaning to understanding, and not search results. Contemplating to think leads to reflection.",thinking is the action of contemplating.,Researchers may think about their work after obtaining some data from experimentations. They don't just sit idle with a blank face.,"{'supports': 0, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 1}",0.74,0.38,0.86,0.85,-1.26,-0.49,0.263157894736842,0.445131907259726,0.0592348877759092,-0.173421993904824,
where can you sit to work on your needlepoint near your front door?,livingroom,"One can sit inliving room while working on needlepoint. Also, a living room is the nearest to front door. All the other options are incorrect as one cannot sit there.",livingroom is the place to sit to work on needlepoint.,"If we say sitting room then it will become incorrect since this word means drawing room whereas if someone says ""living room"" they mean kitchen or dining room (depending upon how many rooms their house consists). So from this context we know that","{'supports': 3, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 0, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 3, 'unnecessary_info': 3, 'contrastive': 4}",0.76,0.58,0.89,0.85,-0.77,-0.78,0.0629940788348712,0.77151674981046,0.845154254728517,-0.955533085905909,
"I have some food that I want to eat right now, where would I put it?",plate,Most of the Food needs to be put on plate before being eaten as Plate can be used to put the food.Food cannot be put in cup as cup is used to put the liquid items.Food cannot be put in the kitchen when person wants to eat right now. Food cannot be put in the pantry when person wants to eat right now as pantry is for storing the food. Food cannot be put in the jar before eating as jar is used to store the food.,plate is the only place where you can put food.,Plate holds food and we use plates for eating purpose. If you don’t have any place then you must buy one before putting your food inside it otherwise you will get hungry and lose focus during examination. You wont keep anything,"{'supports': 4, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 5, 'unnecessary_info': 4, 'contrastive': 0}",0.6,0.64,0.85,0.85,-1.2,-0.72,-0.058925565098879,0.565752381856018,0.374634324632678,0.130558241966773,
Where might informational pamphlets be found?,library,"Out of all the options, the most fesiable place is a library thta has a collection of various phamplets on all type of information. A library is a sure shot place to have informational phampalets. All the other options are not fesiable as they might not have all types of informational phamplets.",library is a place where informational pamphlets can be found.,Informative material such as brochures etc may often be seen at libraries. They can also be available for purchase online from websites like Amazon.,"{'supports': 1, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 4, 'overall': 4, 'well_written': 4, 'related': 4, 'factual': 4, 'new_info': 4, 'unnecessary_info': 1, 'contrastive': 1}",0.44,0.4,0.84,0.83,-0.8,-0.76,0.445131907259726,0.445131907259726,0.300375704593055,0.198679853559757,
What can an adult do that a young child cannot in the morning?,dress herself,An adult can dress herself in the morning. A young child cannot dress herself. An adult person cant give up or drink beer or marry in the morning. Work might not be done in the morning by an adult.,adult is a person,"Young children do not know how to put clothes themselves, they depend upon their parents for this task. Adults should know about getting dressed and putting up clothes before leaving home. This skill is developed with time.","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 0, 'overall': 0, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 2, 'overall': 1, 'well_written': 3, 'related': 2, 'factual': 2, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}",0.53,0.52,0.83,0.85,-1.96,-0.38,0.198679853559757,0.636284762975778,0.305505046330389,0.382691898587952,
"Billy likes eating breakfast in bed, but he doesn't do it often.  He likes his clean sheets too much. Why doesn't he eat breakfast in bed that often?",spills,Eating breakfast in bed regularly have more chances that you can spill on bedsheet andBilly likes clean bedsheet.Spill bedsheet doesn't give pleasure.Eating in bed doesn't cause indigestion always.eating in bed cannot be as convenient as eating on dining table.eating in bed doesn't make you guilty.,spills are a common cause of not eating breakfast in bed.,This question needs a bit more thought than just picking the obvious answer. Breakfast in bed sounds like fun if you don't care about getting messy. If someone wanted to avoid having their clothes get stained they wouldn't put them,"{'supports': 3, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 2, 'related': 1, 'factual': 2, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}",0.69,0.66,0.86,0.83,-0.89,-0.42,0.125988157669742,0.411475599898912,-0.14638501094228,0,
If you're standing in line and the line isn't moving what might you feel?,anger,People feel angry when they hate something. People hate waiting in line therefore they feel anger. All other options are not feelings.,if you're standing in line and the line isn't moving what might you feel anger,Being stuck in queue for long time may lead to frustration and annoyed feelings. Standing idle with nothing happening will make us angry. We don't get upset if we stand idly without anything happening.,"{'supports': 4, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 2, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}",0.65,0.6,0.86,0.87,-0.79,-0.03,0,0.843274042711568,0.692820323027551,0.6,
Where is a razor likely to be found on vacation?,suitcase,A razor is likely to be found in suitcase on vacations. Box cutter is not available on vacation. A razor cant be found in a psycho's pocket. Barber shop or medicine cabinet is not found on vacation.,suitcases are used for traveling.,While travelling people carry their luggage with them and among other things they also take shaving kit for themselves. So where else will we look if not in a bag/suit case! Shower room is incorrect since shave is done,"{'supports': 0, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 0, 'overall': 1, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 2, 'unnecessary_info': 1, 'contrastive': 0}",0.35,0.59,0.85,0.84,-1.09,-0.57,0.631578947368421,0.378516649305113,0.344123600805843,0.421052631578947,
If you have beans while eating breakfast you may experience what?,gas,Beans is gassy food andYou may experience gas if you eat gassy food.You feel fullness after eating any food.Beans doesn't cause indigestion. You gain energy from all the food.Beans doesn't cause stomach ache usually.,beans are a source of gas.,"Bean cause flatulence/gas if consumed with food like bread etc. This will make your stomach upset, causing indigestion. You feel hungry after having too much protein at lunchtime also. Eat more","{'supports': 2, 'overall': 3, 'well_written': 0, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 1, 'well_written': 0, 'related': 0, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 0, 'overall': 0, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 1, 'related': 3, 'factual': 3, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 1}",0.68,0.79,0.85,0.88,-0.91,-0.35,0.0601929265428846,0.354005216196922,-0.421350485800192,-0.120385853085769,
Where could you put a dollar that would make it hard to get out without breaking?,piggy bank,"Piggy bank is a money box, typically one shaped like a pig. You could put a dollar in a piggy bank that would make it hard to get out without breaking. Cash drawers are wide mouthed from where you can easily take out or keep in a dollar. Putting dollar in a purse is also easy to get it out as you can put your hand completely in it. Boxes aren’t usually used to put a dollar but even though if you keep it you can get it out so easily. Pockets can be surfed by our hands and so pocket isn’t the hard option.",piggy bank is a place where you can put a dollar that would make it hard to get out without breaking.,Piggy banks keep money safe for future use. They also help kids learn how to save their own earnings. Money can easily flow through credit cards while dollars can be kept inside a wallet. Coffee table is something we,"{'supports': 1, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 1}","{'supports': 1, 'overall': 2, 'well_written': 1, 'related': 1, 'factual': 0, 'new_info': 1, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 4, 'overall': 3, 'well_written': 2, 'related': 4, 'factual': 4, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 2, 'well_written': 1, 'related': 2, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}",0.84,0.7,0.89,0.85,-0.85,-0.64,0.641688947919748,0.577350269189626,0.077151674981046,0.412393049421161,
"The man tried to run, but he could not. He could that he could only move by doing what?",walking,"A person moves by walking and a person who could not run can only walk. One cant move by merely standing or standing still. He cant run, so he cant go quickly. Walking is always slow only.",walking is a way of moving.,"A person moves by walking and a person who could not run can only walk. One cant move by merely standing or standing still. He cant run, so he cant go quickly. Walking is always slow only.","{'supports': 2, 'overall': 4, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 0, 'overall': 2, 'well_written': 0, 'related': 1, 'factual': 0, 'new_info': 0, 'unnecessary_info': 1, 'contrastive': 0}","{'supports': 1, 'overall': 1, 'well_written': 2, 'related': 1, 'factual': 1, 'new_info': 0, 'unnecessary_info': 0, 'contrastive': 0}","{'supports': 2, 'overall': 3, 'well_written': 1, 'related': 1, 'factual': 1, 'new_info': 1, 'unnecessary_info': 0, 'contrastive': 1}","{'supports': 2, 'overall': 2, 'well_written': 2, 'related': 2, 'factual': 2, 'new_info': 2, 'unnecessary_info': 0, 'contrastive': 0}",0.57,1,0.84,1,-0.79,0.82,0,0.874385649785188,0.150187852296528,0.566946709513841,
